DateTime,Symbol,EventType,Price,EntryPrice,StopLoss,TakeProfit,ATR,Volume,Session,DayOfWeek,Hour,Minute,Day,Month,Year,RRR,Outcome,ResultPips
2023-10-05 22:00:00,EURUSD,LowVolumeNearResistance,1.05489,1.05489,1.05683,1.05199,0.00247,1381,American,THURSDAY,22,0,5,10,2023,1.494845360824937,Win,-29.000000000001247
2023-10-05 23:00:00,EURUSD,BullishBreakout,1.05503,1.05503,1.05347,1.05659,0.00233,651,American,THURSDAY,23,0,5,10,2023,1.0,Win,15.600000000000058
2023-10-05 23:00:00,EURUSD,Consolidation,1.05503,1.0556,1.05188,1.05931,0.00233,651,American,THURSDAY,23,0,5,10,2023,0.9973118279569121,Loss,-37.20000000000168
2023-10-05 23:00:00,EURUSD,LowVolumeNearResistance,1.05503,1.05503,1.05673,1.05247,0.00233,651,American,THURSDAY,23,0,5,10,2023,1.5058823529410843,Win,-25.599999999998957
2023-10-06 00:00:00,EURUSD,Consolidation,1.05477,1.0556,1.05236,1.05884,0.00235,635,Asian,FRIDAY,0,0,6,10,2023,0.9999999999999315,Loss,-32.40000000000131
2023-10-06 00:00:00,EURUSD,LowVolumeNearResistance,1.05477,1.05477,1.05678,1.05176,0.00235,635,Asian,FRIDAY,0,0,6,10,2023,1.4975124378108737,Win,-30.09999999999957
2023-10-06 01:00:00,EURUSD,Consolidation,1.05477,1.05557,1.05311,1.05803,0.00219,567,Asian,FRIDAY,1,0,6,10,2023,1.0000000000000904,Win,24.600000000001288
2023-10-06 01:00:00,EURUSD,LowVolumeNearResistance,1.05477,1.05477,1.05646,1.05224,0.00219,567,Asian,FRIDAY,1,0,6,10,2023,1.4970414201183238,Loss,16.899999999999693
2023-10-06 02:00:00,EURUSD,Consolidation,1.05459,1.05555,1.05313,1.05796,0.00208,458,Asian,FRIDAY,2,0,6,10,2023,0.9958677685950144,Loss,-24.200000000000887
2023-10-06 02:00:00,EURUSD,LowVolumeNearResistance,1.05459,1.05459,1.05648,1.05176,0.00208,458,Asian,FRIDAY,2,0,6,10,2023,1.497354497354304,Loss,18.900000000001693
2023-10-06 03:00:00,EURUSD,Consolidation,1.05411,1.05552,1.05316,1.05789,0.00196,2090,Asian,FRIDAY,3,0,6,10,2023,1.0042372881356212,Win,23.699999999999832
2023-10-06 04:00:00,EURUSD,Consolidation,1.05425,1.0554,1.05317,1.05762,0.00188,2609,Asian,FRIDAY,4,0,6,10,2023,0.9955156950673347,Win,22.200000000001108
2023-10-06 05:00:00,EURUSD,Consolidation,1.05443,1.05535,1.05342,1.05727,0.00163,1820,Asian,FRIDAY,5,0,6,10,2023,0.9948186528497069,Loss,-19.299999999999873
2023-10-06 06:00:00,EURUSD,Consolidation,1.0542,1.05508,1.05346,1.05669,0.00144,1366,Asian,FRIDAY,6,0,6,10,2023,0.9938271604937865,Win,16.099999999998893
2023-10-06 06:00:00,EURUSD,LowVolumeNearResistance,1.0542,1.0542,1.05569,1.05196,0.00144,1366,Asian,FRIDAY,6,0,6,10,2023,1.5033557046980086,Win,-22.400000000000198
2023-10-06 07:00:00,EURUSD,Consolidation,1.05401,1.05499,1.0535,1.05649,0.00127,1218,Asian,FRIDAY,7,0,6,10,2023,1.0067114093958682,Win,14.999999999998348
2023-10-06 07:00:00,EURUSD,LowVolumeNearResistance,1.05401,1.05401,1.05547,1.05183,0.00127,1218,Asian,FRIDAY,7,0,6,10,2023,1.493150684931386,Win,-21.799999999998487
2023-10-06 08:00:00,EURUSD,BearishBreakout,1.05343,1.05343,1.05437,1.05249,0.00117,1692,European,FRIDAY,8,0,6,10,2023,1.0000000000002363,Loss,9.399999999999409
2023-10-06 09:00:00,EURUSD,BullishSweep,1.05342,1.05361,1.05231,1.05491,0.0011,2899,European,FRIDAY,9,0,6,10,2023,1.0000000000001708,Win,13.000000000000789
2023-10-06 10:00:00,EURUSD,BullishEngulfing,1.05492,1.05492,1.0525,1.05734,0.00117,4714,European,FRIDAY,10,0,6,10,2023,0.9999999999999083,Loss,-24.200000000000887
2023-10-06 10:00:00,EURUSD,BullishBreakout,1.05492,1.05492,1.0542,1.05564,0.00117,4714,European,FRIDAY,10,0,6,10,2023,0.9999999999996916,Win,7.199999999998319
2023-10-06 10:00:00,EURUSD,HighVolumeBullish,1.05492,1.05492,1.05375,1.05667,0.00117,4714,European,FRIDAY,10,0,6,10,2023,1.4957264957262784,Win,17.499999999999183
2023-10-06 11:00:00,EURUSD,BearishSweep,1.05475,1.05472,1.05607,1.05337,0.00114,4733,European,FRIDAY,11,0,6,10,2023,1.0000000000001645,Win,-13.500000000001844
2023-10-06 11:00:00,EURUSD,HighVolumeBearish,1.05475,1.05475,1.05589,1.05304,0.00114,4733,European,FRIDAY,11,0,6,10,2023,1.5000000000001947,Win,-17.100000000001003
2023-10-06 12:00:00,EURUSD,BearishSweep,1.05522,1.05491,1.05653,1.05329,0.00119,3682,European,FRIDAY,12,0,6,10,2023,1.0,Loss,16.199999999999548
2023-10-06 12:00:00,EURUSD,BullishBreakout,1.05522,1.05522,1.05444,1.056,0.00119,3682,European,FRIDAY,12,0,6,10,2023,1.0,Loss,-7.800000000000029
2023-10-06 13:00:00,EURUSD,BearishSweep,1.0554,1.05532,1.05718,1.05346,0.00127,3373,European,FRIDAY,13,0,6,10,2023,1.0,Loss,18.599999999999728
2023-10-06 14:00:00,EURUSD,BullishBreakout,1.05656,1.05656,1.05539,1.05773,0.00129,3148,European,FRIDAY,14,0,6,10,2023,1.0000000000001898,Loss,-11.699999999998933
2023-10-06 15:00:00,EURUSD,BearishSweep,1.04958,1.05603,1.0583,1.05375,0.00217,4744,European,FRIDAY,15,0,6,10,2023,1.0044052863436412,Win,-22.800000000000598
2023-10-06 15:00:00,EURUSD,BullishSweep,1.04958,1.05401,1.04669,1.06134,0.00217,4744,European,FRIDAY,15,0,6,10,2023,1.0013661202185882,Loss,-73.19999999999993
2023-10-06 15:00:00,EURUSD,BearishBreakout,1.04958,1.04958,1.0546,1.04456,0.00217,4744,European,FRIDAY,15,0,6,10,2023,1.0,Win,-50.200000000000244
2023-10-06 15:00:00,EURUSD,HighVolumeBearish,1.04958,1.04958,1.05176,1.04632,0.00217,4744,European,FRIDAY,15,0,6,10,2023,1.4954128440366674,Win,-32.600000000000406
2023-10-06 16:00:00,EURUSD,HighVolumeBullish,1.0511,1.0511,1.04858,1.05488,0.00252,4843,American,FRIDAY,16,0,6,10,2023,1.5000000000001321,Win,37.80000000000116
2023-10-06 17:00:00,EURUSD,HighVolumeBullish,1.05372,1.05372,1.05074,1.0582,0.00298,4432,American,FRIDAY,17,0,6,10,2023,1.5033557046980086,Win,44.800000000000395
2023-10-06 18:00:00,EURUSD,BullishBreakout,1.05941,1.05941,1.05426,1.06456,0.0036,4209,American,FRIDAY,18,0,6,10,2023,1.0,Win,51.49999999999988
2023-10-06 21:00:00,EURUSD,LowVolumeNearResistance,1.05925,1.05925,1.06193,1.05523,0.00393,1410,American,FRIDAY,21,0,6,10,2023,1.5000000000000415,Win,-40.200000000001346
2023-10-06 22:00:00,EURUSD,LowVolumeNearResistance,1.05889,1.05889,1.06263,1.05328,0.00392,1574,American,FRIDAY,22,0,6,10,2023,1.500000000000089,Loss,37.39999999999854
2023-10-06 23:00:00,EURUSD,Consolidation,1.05839,1.06067,1.05672,1.06462,0.0039,1010,American,FRIDAY,23,0,6,10,2023,1.0,Win,39.49999999999898
2023-10-06 23:00:00,EURUSD,LowVolumeNearResistance,1.05839,1.05839,1.06228,1.05255,0.0039,1010,American,FRIDAY,23,0,6,10,2023,1.5012853470436818,Win,-58.39999999999846
2023-10-09 00:00:00,EURUSD,LowVolumeNearSupport,1.05542,1.05542,1.05067,1.06254,0.00411,572,Asian,MONDAY,0,0,9,10,2023,1.4989473684210457,Loss,-47.50000000000032
2023-10-09 02:00:00,EURUSD,Consolidation,1.05655,1.06037,1.05394,1.06681,0.00411,2510,Asian,MONDAY,2,0,9,10,2023,1.001555209953354,Win,64.4
2023-10-09 03:00:00,EURUSD,Consolidation,1.0573,1.05974,1.05393,1.06554,0.00413,2671,Asian,MONDAY,3,0,9,10,2023,0.9982788296041577,Loss,-58.09999999999871
2023-10-09 04:00:00,EURUSD,Consolidation,1.05625,1.05821,1.05393,1.06248,0.00414,2433,Asian,MONDAY,4,0,9,10,2023,0.9976635514018539,Win,42.69999999999996
2023-10-09 05:00:00,EURUSD,Consolidation,1.05608,1.05804,1.0543,1.06178,0.00329,1792,Asian,MONDAY,5,0,9,10,2023,0.9999999999999406,Loss,-37.400000000000766
2023-10-09 05:00:00,EURUSD,LowVolumeNearResistance,1.05608,1.05608,1.05965,1.05072,0.00329,1792,Asian,MONDAY,5,0,9,10,2023,1.5014005602240055,Loss,35.70000000000073
2023-10-09 06:00:00,EURUSD,Consolidation,1.05516,1.05799,1.05448,1.06149,0.00303,1340,Asian,MONDAY,6,0,9,10,2023,0.9971509971510417,Win,35.00000000000058
2023-10-09 06:00:00,EURUSD,LowVolumeNearResistance,1.05516,1.05516,1.05862,1.04996,0.00303,1340,Asian,MONDAY,6,0,9,10,2023,1.50289017341052,Win,-52.00000000000094
2023-10-09 07:00:00,EURUSD,Consolidation,1.05495,1.05789,1.05421,1.06158,0.00257,1358,Asian,MONDAY,7,0,9,10,2023,1.0027173913043657,Loss,-36.79999999999906
2023-10-09 07:00:00,EURUSD,LowVolumeNearResistance,1.05495,1.05495,1.0579,1.05053,0.00257,1358,Asian,MONDAY,7,0,9,10,2023,1.4983050847457893,Loss,29.50000000000008
2023-10-09 09:00:00,EURUSD,BearishBreakout,1.05365,1.05365,1.05615,1.05115,0.00204,4949,European,MONDAY,9,0,9,10,2023,1.0,Loss,24.999999999999467
2023-10-09 09:00:00,EURUSD,HighVolumeBearish,1.05365,1.05365,1.05569,1.05059,0.00204,4949,European,MONDAY,9,0,9,10,2023,1.5,Loss,20.400000000000418
2023-10-09 10:00:00,EURUSD,BearishBreakout,1.05225,1.05225,1.05456,1.04994,0.00209,6054,European,MONDAY,10,0,9,10,2023,0.9999999999999039,Win,-23.099999999998122
2023-10-09 10:00:00,EURUSD,HighVolumeBearish,1.05225,1.05225,1.05434,1.04912,0.00209,6054,European,MONDAY,10,0,9,10,2023,1.4976076555022175,Win,-31.29999999999855
2023-10-09 15:00:00,EURUSD,HighVolumeBullish,1.05325,1.05325,1.0512,1.05632,0.00205,4731,European,MONDAY,15,0,9,10,2023,1.497560975609632,Win,30.69999999999906
2023-10-09 16:00:00,EURUSD,HighVolumeBullish,1.05524,1.05524,1.05306,1.05851,0.00218,6079,American,MONDAY,16,0,9,10,2023,1.5000000000001528,Loss,-21.799999999998487
2023-10-09 17:00:00,EURUSD,BearishSweep,1.05449,1.05475,1.05728,1.05222,0.00226,3190,American,MONDAY,17,0,9,10,2023,1.0000000000000877,Loss,25.299999999999212
2023-10-09 19:00:00,EURUSD,LowVolumeNearResistance,1.05346,1.05346,1.05681,1.04843,0.00225,1648,American,MONDAY,19,0,9,10,2023,1.5014925373134758,Win,-50.3000000000009
2023-10-09 20:00:00,EURUSD,BullishBreakout,1.05627,1.05627,1.05398,1.05856,0.00245,1861,American,MONDAY,20,0,9,10,2023,0.9999999999999031,Win,22.899999999999032
2023-10-09 21:00:00,EURUSD,BullishBreakout,1.05638,1.05638,1.0547,1.05806,0.00246,1710,American,MONDAY,21,0,9,10,2023,0.9999999999998679,Win,16.799999999999038
2023-10-09 21:00:00,EURUSD,LowVolumeNearResistance,1.05638,1.05638,1.05814,1.05374,0.00246,1710,American,MONDAY,21,0,9,10,2023,1.5000000000001261,Win,-26.400000000001977
2023-10-09 22:00:00,EURUSD,BullishBreakout,1.05687,1.05687,1.05495,1.05879,0.00245,1592,American,MONDAY,22,0,9,10,2023,1.0,Loss,-19.199999999999218
2023-10-09 22:00:00,EURUSD,LowVolumeNearResistance,1.05687,1.05687,1.05837,1.05462,0.00245,1592,American,MONDAY,22,0,9,10,2023,1.5,Loss,15.000000000000568
2023-10-09 23:00:00,EURUSD,LowVolumeNearResistance,1.05662,1.05662,1.05851,1.05378,0.00224,874,American,MONDAY,23,0,9,10,2023,1.5026455026453436,Loss,18.900000000001693
2023-10-10 00:00:00,EURUSD,LowVolumeNearResistance,1.05643,1.05643,1.05864,1.05311,0.00211,480,Asian,TUESDAY,0,0,10,10,2023,1.5022624434388785,Win,-33.199999999999896
2023-10-10 01:00:00,EURUSD,Consolidation,1.0568,1.05756,1.05546,1.05966,0.00195,702,Asian,TUESDAY,1,0,10,10,2023,1.0,Win,20.999999999999908
2023-10-10 01:00:00,EURUSD,LowVolumeNearResistance,1.0568,1.0568,1.05803,1.05496,0.00195,702,Asian,TUESDAY,1,0,10,10,2023,1.495934959349567,Loss,12.300000000000644
2023-10-10 02:00:00,EURUSD,BullishBreakout,1.05781,1.05781,1.05582,1.0598,0.00192,1105,Asian,TUESDAY,2,0,10,10,2023,1.0000000000001117,Loss,-19.899999999999363
2023-10-10 02:00:00,EURUSD,Consolidation,1.05781,1.05829,1.05547,1.06112,0.00192,1105,Asian,TUESDAY,2,0,10,10,2023,1.0035460992908034,Loss,-28.200000000000447
2023-10-10 02:00:00,EURUSD,LowVolumeNearResistance,1.05781,1.05781,1.05847,1.05682,0.00192,1105,Asian,TUESDAY,2,0,10,10,2023,1.4999999999994953,Loss,6.6000000000010495
2023-10-10 03:00:00,EURUSD,BearishSweep,1.0572,1.05732,1.05964,1.055,0.00195,3764,Asian,TUESDAY,3,0,10,10,2023,1.0000000000000957,Win,-23.200000000000998
2023-10-10 05:00:00,EURUSD,BearishEngulfing,1.05663,1.05663,1.05894,1.05432,0.00188,2144,Asian,TUESDAY,5,0,10,10,2023,1.0,Win,-23.100000000000342
2023-10-10 05:00:00,EURUSD,Consolidation,1.05663,1.05866,1.05602,1.06129,0.00188,2144,Asian,TUESDAY,5,0,10,10,2023,0.9962121212121805,Win,26.300000000001322
2023-10-10 06:00:00,EURUSD,Consolidation,1.0569,1.05862,1.0562,1.06103,0.00169,1544,Asian,TUESDAY,6,0,10,10,2023,0.9958677685951057,Win,24.100000000000232
2023-10-10 06:00:00,EURUSD,LowVolumeNearResistance,1.0569,1.0569,1.05882,1.05402,0.00169,1544,Asian,TUESDAY,6,0,10,10,2023,1.4999999999998843,Win,-28.799999999999937
2023-10-10 09:00:00,EURUSD,BullishSweep,1.05609,1.05627,1.05429,1.05825,0.00157,5455,European,TUESDAY,9,0,10,10,2023,0.9999999999998879,Win,19.799999999998708
2023-10-10 09:00:00,EURUSD,HighVolumeBullish,1.05609,1.05609,1.05452,1.05844,0.00157,5455,European,TUESDAY,9,0,10,10,2023,1.496815286624183,Loss,-15.700000000000713
2023-10-10 10:00:00,EURUSD,BullishSweep,1.05712,1.05582,1.05435,1.0573,0.00145,6432,European,TUESDAY,10,0,10,10,2023,1.0068027210883286,Win,14.799999999999258
2023-10-10 10:00:00,EURUSD,HighVolumeBullish,1.05712,1.05712,1.05567,1.05929,0.00145,6432,European,TUESDAY,10,0,10,10,2023,1.4965517241379849,Win,21.700000000000053
2023-10-10 11:00:00,EURUSD,BearishSweep,1.06036,1.05664,1.06216,1.05113,0.0018,7149,European,TUESDAY,11,0,10,10,2023,0.9981884057971298,Loss,55.19999999999969
2023-10-10 11:00:00,EURUSD,BullishBreakout,1.06036,1.06036,1.05702,1.0637,0.0018,7149,European,TUESDAY,11,0,10,10,2023,1.0000000000000664,Win,33.40000000000121
2023-10-10 11:00:00,EURUSD,HighVolumeBullish,1.06036,1.06036,1.05856,1.06305,0.0018,7149,European,TUESDAY,11,0,10,10,2023,1.4944444444444698,Win,26.900000000000812
2023-10-10 12:00:00,EURUSD,BearishSweep,1.06013,1.06034,1.06238,1.05829,0.00188,5230,European,TUESDAY,12,0,10,10,2023,1.0049019607843457,Loss,20.400000000000418
2023-10-10 12:00:00,EURUSD,HighVolumeBearish,1.06013,1.06013,1.06201,1.05731,0.00188,5230,European,TUESDAY,12,0,10,10,2023,1.5000000000001181,Win,-28.200000000000447
2023-10-10 15:00:00,EURUSD,HighVolumeBullish,1.05929,1.05929,1.05706,1.06264,0.00223,6204,European,TUESDAY,15,0,10,10,2023,1.5022421524663825,Win,33.499999999999645
2023-10-10 18:00:00,EURUSD,BullishBreakout,1.06166,1.06166,1.05936,1.06396,0.00243,2751,American,TUESDAY,18,0,10,10,2023,1.0,Win,22.999999999999687
2023-10-10 21:00:00,EURUSD,Consolidation,1.05982,1.06245,1.05834,1.06656,0.00265,2006,American,TUESDAY,21,0,10,10,2023,1.000000000000054,Win,41.10000000000058
2023-10-10 21:00:00,EURUSD,LowVolumeNearSupport,1.05982,1.05982,1.05743,1.06341,0.00265,2006,American,TUESDAY,21,0,10,10,2023,1.5020920502092652,Loss,-23.899999999998922
2023-10-10 22:00:00,EURUSD,Consolidation,1.06046,1.06246,1.05865,1.06627,0.00269,1683,American,TUESDAY,22,0,10,10,2023,1.0000000000000582,Loss,-38.09999999999869
2023-10-10 22:00:00,EURUSD,LowVolumeNearResistance,1.06046,1.06046,1.06193,1.05826,0.00269,1683,American,TUESDAY,22,0,10,10,2023,1.4965986394556847,Loss,14.700000000000824
2023-10-10 23:00:00,EURUSD,Consolidation,1.06041,1.06244,1.05867,1.0662,0.00258,792,American,TUESDAY,23,0,10,10,2023,0.9973474801060834,Loss,-37.700000000000514
2023-10-10 23:00:00,EURUSD,LowVolumeNearResistance,1.06041,1.06041,1.06241,1.05741,0.00258,792,American,TUESDAY,23,0,10,10,2023,1.5000000000000555,Loss,20.000000000000018
2023-10-11 00:00:00,EURUSD,Consolidation,1.06035,1.06228,1.05869,1.06587,0.00251,247,Asian,WEDNESDAY,0,0,11,10,2023,1.000000000000062,Win,35.90000000000204
2023-10-11 00:00:00,EURUSD,LowVolumeNearResistance,1.06035,1.06035,1.06235,1.05736,0.00251,247,Asian,WEDNESDAY,0,0,11,10,2023,1.4949999999999117,Loss,20.000000000000018
2023-10-11 01:00:00,EURUSD,Consolidation,1.06048,1.06107,1.05876,1.06337,0.00213,478,Asian,WEDNESDAY,1,0,11,10,2023,0.9956709956709674,Loss,-23.100000000000342
2023-10-11 01:00:00,EURUSD,LowVolumeNearResistance,1.06048,1.06048,1.0621,1.05804,0.00213,478,Asian,WEDNESDAY,1,0,11,10,2023,1.5061728395062135,Loss,16.199999999999548
2023-10-11 02:00:00,EURUSD,Consolidation,1.06038,1.06132,1.05891,1.06373,0.00205,868,Asian,WEDNESDAY,2,0,11,10,2023,1.0,Loss,-24.100000000000232
2023-10-11 02:00:00,EURUSD,LowVolumeNearResistance,1.06038,1.06038,1.06208,1.05783,0.00205,868,Asian,WEDNESDAY,2,0,11,10,2023,1.5000000000001958,Win,-25.500000000000522
2023-10-11 03:00:00,EURUSD,Consolidation,1.061,1.06177,1.0591,1.06445,0.00201,2099,Asian,WEDNESDAY,3,0,11,10,2023,1.0037453183519178,Win,26.799999999997937
2023-10-11 04:00:00,EURUSD,Consolidation,1.06075,1.06175,1.05912,1.06439,0.00191,2427,Asian,WEDNESDAY,4,0,11,10,2023,1.0038022813688463,Win,26.399999999999757
2023-10-11 05:00:00,EURUSD,Consolidation,1.06071,1.06172,1.05972,1.06373,0.00177,2178,Asian,WEDNESDAY,5,0,11,10,2023,1.0050000000000328,Win,20.100000000000673
2023-10-11 06:00:00,EURUSD,Consolidation,1.06043,1.06171,1.05973,1.06368,0.00169,1546,Asian,WEDNESDAY,6,0,11,10,2023,0.9949494949495736,Loss,-19.799999999998708
2023-10-11 06:00:00,EURUSD,LowVolumeNearResistance,1.06043,1.06043,1.06211,1.05791,0.00169,1546,Asian,WEDNESDAY,6,0,11,10,2023,1.4999999999999338,Loss,16.80000000000126
2023-10-11 07:00:00,EURUSD,Consolidation,1.06023,1.06168,1.05976,1.0636,0.00156,1396,Asian,WEDNESDAY,7,0,11,10,2023,1.0000000000001157,Win,19.200000000001438
2023-10-11 07:00:00,EURUSD,LowVolumeNearResistance,1.06023,1.06023,1.06186,1.05779,0.00156,1396,Asian,WEDNESDAY,7,0,11,10,2023,1.4969325153374033,Loss,16.300000000000203
2023-10-11 08:00:00,EURUSD,Consolidation,1.06009,1.06145,1.05971,1.0632,0.00141,1807,European,WEDNESDAY,8,0,11,10,2023,1.0057471264366915,Win,17.499999999999183
2023-10-11 09:00:00,EURUSD,BullishSweep,1.061,1.06043,1.05881,1.06205,0.00147,3470,European,WEDNESDAY,9,0,11,10,2023,1.0,Win,16.199999999999548
2023-10-11 09:00:00,EURUSD,BullishEngulfing,1.061,1.061,1.05911,1.06289,0.00147,3470,European,WEDNESDAY,9,0,11,10,2023,1.0,Win,18.899999999999473
2023-10-11 09:00:00,EURUSD,Consolidation,1.061,1.06169,1.05955,1.06384,0.00147,3470,European,WEDNESDAY,9,0,11,10,2023,1.0046728971961885,Win,21.499999999998742
2023-10-11 10:00:00,EURUSD,BearishSweep,1.05994,1.06093,1.06387,1.058,0.00155,7200,European,WEDNESDAY,10,0,11,10,2023,0.9965986394556847,Loss,29.400000000001647
2023-10-11 10:00:00,EURUSD,BullishSweep,1.05994,1.06031,1.05837,1.06224,0.00155,7200,European,WEDNESDAY,10,0,11,10,2023,0.9948453608247086,Win,19.299999999999873
2023-10-11 10:00:00,EURUSD,HighVolumeBearish,1.05994,1.05994,1.06149,1.05761,0.00155,7200,European,WEDNESDAY,10,0,11,10,2023,1.5032258064517774,Win,-23.300000000001653
2023-10-11 11:00:00,EURUSD,BullishSweep,1.06079,1.05996,1.05809,1.06183,0.00168,3680,European,WEDNESDAY,11,0,11,10,2023,1.0,Loss,-18.700000000000383
2023-10-11 15:00:00,EURUSD,BullishSweep,1.06138,1.05988,1.05663,1.06312,0.00202,3810,European,WEDNESDAY,15,0,11,10,2023,0.9969230769231251,Win,32.40000000000131
2023-10-11 16:00:00,EURUSD,BullishBreakout,1.06283,1.06283,1.0612,1.06446,0.00226,3952,American,WEDNESDAY,16,0,11,10,2023,1.0,Loss,-16.300000000000203
2023-10-11 22:00:00,EURUSD,LowVolumeNearResistance,1.06119,1.06119,1.06272,1.0589,0.00275,1322,American,WEDNESDAY,22,0,11,10,2023,1.4967320261438422,Loss,15.300000000000313
2023-10-11 23:00:00,EURUSD,LowVolumeNearResistance,1.06173,1.06173,1.0634,1.05923,0.00268,626,American,WEDNESDAY,23,0,11,10,2023,1.4970059880241982,Win,-25.000000000001688
2023-10-12 00:00:00,EURUSD,LowVolumeNearResistance,1.06191,1.06191,1.06371,1.05921,0.00247,443,Asian,THURSDAY,0,0,12,10,2023,1.4999999999999383,Win,-26.999999999999247
